0,0.0012,0.2272,0.0012
0,0.0019,0.1853,0.0019
0,0.0091,0.5005,0.0091
1,0.0013,0.1796,0.0013
2,0.0011,0.1671,0.0011
3,0.0008,0.1337,0.0008
4,0.0012,0.1790,0.0012
5,0.0010,0.1582,0.0010
6,0.0012,0.1851,0.0012
7,0.0011,0.1725,0.0011
8,0.0015,0.1898,0.0015
9,0.0014,0.1896,0.0014
10,0.0017,0.2447,0.0017
11,0.0016,0.2002,0.0016
12,0.0016,0.2103,0.0016
13,0.0013,0.2260,0.0013
14,0.0012,0.2125,0.0012
15,0.0012,0.1942,0.0012
16,0.0014,0.2242,0.0014
17,0.0013,0.1986,0.0013
18,0.0012,0.1830,0.0012
19,0.0011,0.1966,0.0011
20,0.0012,0.2061,0.0012
21,0.0012,0.1895,0.0012
22,0.0014,0.2076,0.0014
23,0.0013,0.2062,0.0013
24,0.0015,0.2218,0.0015
25,0.0015,0.2113,0.0015
26,0.0013,0.2144,0.0013
27,0.0012,0.1905,0.0012
28,0.0012,0.1808,0.0012
29,0.0012,0.1979,0.0012
30,0.0014,0.2092,0.0014
31,0.0013,0.2033,0.0013
32,0.0011,0.1652,0.0011
33,0.0010,0.1630,0.0010
34,0.0011,0.1683,0.0011
35,0.0011,0.1921,0.0011
36,0.0013,0.2238,0.0013
37,0.0013,0.1852,0.0013
38,0.0012,0.1885,0.0012
39,0.0011,0.1834,0.0011
40,0.0011,0.1658,0.0011
41,0.0011,0.1595,0.0011
42,0.0012,0.1697,0.0012
43,0.0012,0.1788,0.0012
44,0.0012,0.1726,0.0012
45,0.0012,0.1758,0.0012
46,0.0011,0.1587,0.0011
47,0.0011,0.1767,0.0011
48,0.0011,0.1921,0.0011
49,0.0010,0.1740,0.0010
50,0.0010,0.1687,0.0010
51,0.0010,0.1621,0.0010
52,0.0010,0.1654,0.0010
53,0.0010,0.1606,0.0010
54,0.0010,0.1773,0.0010
55,0.0010,0.1695,0.0010
56,0.0011,0.1670,0.0011
57,0.0011,0.1638,0.0011
58,0.0010,0.1579,0.0010
59,0.0010,0.1629,0.0010
60,0.0011,0.1709,0.0011
61,0.0012,0.1921,0.0012
62,0.0013,0.1977,0.0013
63,0.0012,0.1841,0.0012
64,0.0011,0.1755,0.0011
65,0.0010,0.1664,0.0010
66,0.0010,0.1716,0.0010
67,0.0010,0.1490,0.0010
68,0.0010,0.1613,0.0010
69,0.0010,0.1664,0.0010
70,0.0010,0.1538,0.0010
71,0.0010,0.1601,0.0010
72,0.0011,0.1824,0.0011
73,0.0011,0.1781,0.0011
74,0.0010,0.1616,0.0010
75,0.0010,0.1712,0.0010
76,0.0012,0.1908,0.0012
77,0.0011,0.1669,0.0011
78,0.0010,0.1615,0.0010
79,0.0010,0.1628,0.0010
80,0.0009,0.1553,0.0009
81,0.0009,0.1537,0.0009
82,0.0010,0.1479,0.0010
83,0.0010,0.1502,0.0010
84,0.0010,0.1651,0.0010
85,0.0011,0.1791,0.0011
86,0.0010,0.1651,0.0010
87,0.0010,0.1663,0.0010
88,0.0010,0.1623,0.0010
89,0.0011,0.1508,0.0011
90,0.0010,0.1537,0.0010
91,0.0010,0.1509,0.0010
92,0.0009,0.1442,0.0009
93,0.0009,0.1529,0.0009
94,0.0010,0.1582,0.0010
95,0.0010,0.1519,0.0010
96,0.0010,0.1548,0.0010
97,0.0010,0.1785,0.0010
98,0.0011,0.1751,0.0011
99,0.0011,0.1624,0.0011
0,0.1480,1.9392,0.1481
1,0.0058,0.3522,0.0058
2,0.0005,0.0931,0.0005
3,0.0005,0.1016,0.0005
4,0.0010,0.1341,0.0010
5,0.0010,0.1347,0.0010
6,0.0011,0.1352,0.0011
7,0.0010,0.1461,0.0010
8,0.0010,0.1514,0.0010
9,0.0009,0.1396,0.0009
10,0.0011,0.1876,0.0011
11,0.0011,0.1548,0.0011
12,0.0010,0.1453,0.0010
13,0.0009,0.1574,0.0009
14,0.0014,0.2198,0.0014
15,0.0013,0.1725,0.0013
16,0.0011,0.1478,0.0011
17,0.0011,0.1792,0.0011
18,0.0010,0.1778,0.0010
19,0.0010,0.1623,0.0010
20,0.0013,0.1894,0.0013
21,0.0012,0.1597,0.0012
22,0.0009,0.1379,0.0009
23,0.0009,0.1455,0.0009
24,0.0013,0.1681,0.0013
25,0.0013,0.1909,0.0013
26,0.0010,0.1767,0.0010
27,0.0010,0.1671,0.0010
28,0.0010,0.1607,0.0010
29,0.0010,0.1404,0.0010
30,0.0013,0.1605,0.0013
31,0.0013,0.1885,0.0013
32,0.0011,0.1910,0.0011
33,0.0011,0.1408,0.0011
34,0.0011,0.1531,0.0011
35,0.0010,0.1551,0.0010
36,0.0012,0.1746,0.0012
37,0.0012,0.1669,0.0012
38,0.0012,0.1633,0.0012
39,0.0012,0.1657,0.0012
40,0.0009,0.1437,0.0009
41,0.0009,0.1422,0.0009
42,0.0010,0.1584,0.0010
43,0.0010,0.1480,0.0010
44,0.0009,0.1348,0.0009
45,0.0008,0.1484,0.0008
46,0.0010,0.1581,0.0010
47,0.0010,0.1480,0.0010
48,0.0010,0.1562,0.0010
49,0.0010,0.1614,0.0010
50,0.0009,0.1521,0.0009
51,0.0009,0.1318,0.0009
52,0.0009,0.1323,0.0009
53,0.0009,0.1576,0.0009
54,0.0012,0.1879,0.0012
55,0.0012,0.1609,0.0012
56,0.0009,0.1456,0.0009
57,0.0009,0.1495,0.0009
58,0.0010,0.1465,0.0010
59,0.0010,0.1781,0.0010
60,0.0014,0.2252,0.0014
61,0.0012,0.1677,0.0012
62,0.0010,0.1436,0.0010
63,0.0010,0.1486,0.0010
64,0.0012,0.1569,0.0012
65,0.0011,0.1657,0.0011
66,0.0011,0.1654,0.0011
67,0.0011,0.1686,0.0011
68,0.0010,0.1527,0.0010
69,0.0010,0.1500,0.0010
70,0.0011,0.1669,0.0011
71,0.0011,0.1622,0.0011
72,0.0011,0.1618,0.0011
73,0.0011,0.1638,0.0011
74,0.0011,0.1601,0.0011
75,0.0011,0.1491,0.0011
76,0.0010,0.1455,0.0010
77,0.0010,0.1474,0.0010
78,0.0010,0.1552,0.0010
79,0.0010,0.1512,0.0010
80,0.0011,0.1543,0.0011
81,0.0011,0.1644,0.0011
82,0.0011,0.1661,0.0011
83,0.0011,0.1492,0.0011
84,0.0011,0.1487,0.0011
85,0.0011,0.1381,0.0011
86,0.0011,0.1401,0.0011
87,0.0011,0.1667,0.0011
88,0.0011,0.1689,0.0011
89,0.0011,0.1668,0.0011
90,0.0012,0.1701,0.0012
91,0.0012,0.1812,0.0012
92,0.0010,0.1655,0.0010
93,0.0011,0.1755,0.0011
94,0.0011,0.1813,0.0011
95,0.0011,0.1414,0.0011
96,0.0011,0.1491,0.0011
97,0.0011,0.1341,0.0011
98,0.0011,0.1382,0.0011
99,0.0011,0.1639,0.0011
0,0.0024,0.1791,0.0024
1,0.0002,0.0445,0.0002
2,0.0004,0.0728,0.0004
3,0.0001,0.0481,0.0001
4,0.0013,0.2163,0.0013
5,0.0009,0.1792,0.0009
6,0.0013,0.2242,0.0013
7,0.0012,0.2077,0.0012
8,0.0012,0.2074,0.0012
9,0.0011,0.1888,0.0011
10,0.0010,0.1659,0.0010
11,0.0009,0.1442,0.0009
12,0.0010,0.1592,0.0010
13,0.0010,0.1313,0.0010
14,0.0010,0.1487,0.0010
15,0.0011,0.1596,0.0011
16,0.0010,0.1366,0.0010
17,0.0008,0.1183,0.0008
18,0.0010,0.1630,0.0010
19,0.0010,0.1492,0.0010
20,0.0010,0.1473,0.0010
21,0.0011,0.1602,0.0011
22,0.0010,0.1534,0.0010
23,0.0009,0.1462,0.0009
24,0.0010,0.1575,0.0010
25,0.0009,0.1389,0.0009
26,0.0010,0.1458,0.0010
27,0.0010,0.1443,0.0010
28,0.0010,0.1694,0.0010
29,0.0010,0.1831,0.0010
30,0.0009,0.1424,0.0009
31,0.0009,0.1334,0.0009
32,0.0010,0.1458,0.0010
33,0.0010,0.1706,0.0010
34,0.0010,0.1716,0.0010
35,0.0009,0.1647,0.0009
36,0.0009,0.1691,0.0009
37,0.0009,0.1415,0.0009
38,0.0009,0.1431,0.0009
39,0.0010,0.1935,0.0010
40,0.0010,0.1888,0.0010
41,0.0009,0.1361,0.0009
42,0.0010,0.1447,0.0010
43,0.0010,0.1652,0.0010
44,0.0009,0.1519,0.0009
45,0.0009,0.1399,0.0009
46,0.0010,0.1454,0.0010
47,0.0011,0.1602,0.0011
48,0.0010,0.1562,0.0010
49,0.0010,0.1841,0.0010
50,0.0010,0.1838,0.0010
51,0.0010,0.1546,0.0010
52,0.0010,0.1514,0.0010
53,0.0009,0.1565,0.0009
54,0.0009,0.1613,0.0009
55,0.0009,0.1543,0.0009
56,0.0009,0.1518,0.0009
57,0.0009,0.1732,0.0009
58,0.0009,0.1647,0.0009
59,0.0009,0.1582,0.0009
60,0.0010,0.1828,0.0010
61,0.0010,0.1800,0.0010
62,0.0009,0.1641,0.0009
63,0.0009,0.1418,0.0009
64,0.0011,0.1708,0.0011
65,0.0011,0.1668,0.0011
66,0.0009,0.1550,0.0009
67,0.0011,0.1792,0.0011
68,0.0012,0.1928,0.0012
69,0.0011,0.2017,0.0011
70,0.0009,0.1611,0.0009
71,0.0009,0.1549,0.0009
72,0.0010,0.1818,0.0010
73,0.0010,0.1754,0.0010
74,0.0010,0.1741,0.0010
75,0.0010,0.1692,0.0010
76,0.0010,0.1786,0.0010
77,0.0011,0.1882,0.0011
78,0.0011,0.1843,0.0011
79,0.0010,0.1634,0.0010
80,0.0010,0.1602,0.0010
81,0.0010,0.1631,0.0010
82,0.0010,0.1544,0.0010
83,0.0011,0.1934,0.0011
84,0.0010,0.1991,0.0010
85,0.0011,0.1914,0.0011
86,0.0011,0.1938,0.0011
87,0.0010,0.1802,0.0010
88,0.0009,0.1582,0.0009
89,0.0010,0.1481,0.0010
90,0.0010,0.1398,0.0010
91,0.0010,0.1533,0.0010
92,0.0011,0.1841,0.0011
93,0.0015,0.2467,0.0015
94,0.0014,0.2435,0.0014
95,0.0011,0.2135,0.0011
96,0.0010,0.1724,0.0010
97,0.0010,0.1534,0.0010
98,0.0009,0.1465,0.0009
99,0.0009,0.1739,0.0009
0,0.0003,0.0656,0.0003
1,0.0002,0.0653,0.0002
2,0.0005,0.1010,0.0005
3,0.0005,0.1009,0.0005
4,0.0006,0.1163,0.0006
5,0.0006,0.1079,0.0006
6,0.0009,0.1296,0.0009
7,0.0008,0.1315,0.0008
8,0.0009,0.1325,0.0009
9,0.0009,0.1300,0.0009
10,0.0007,0.1226,0.0007
11,0.0007,0.1121,0.0007
12,0.0008,0.1193,0.0008
13,0.0008,0.1175,0.0008
14,0.0009,0.1241,0.0009
15,0.0010,0.1367,0.0010
16,0.0033,0.3289,0.0033
17,0.0014,0.1883,0.0014
18,0.0012,0.1755,0.0012
19,0.0010,0.1378,0.0010
20,0.0011,0.1405,0.0011
21,0.0011,0.1736,0.0011
22,0.0012,0.1857,0.0012
23,0.0012,0.1666,0.0012
24,0.0012,0.1714,0.0012
25,0.0012,0.1633,0.0012
26,0.0010,0.1556,0.0010
27,0.0010,0.1630,0.0010
28,0.0012,0.1738,0.0012
29,0.0012,0.1668,0.0012
30,0.0011,0.1516,0.0011
31,0.0011,0.1787,0.0011
32,0.0012,0.1899,0.0012
33,0.0011,0.1497,0.0011
34,0.0010,0.1360,0.0010
35,0.0010,0.1318,0.0010
36,0.0011,0.1511,0.0011
37,0.0012,0.2052,0.0012
38,0.0012,0.1887,0.0012
39,0.0012,0.1795,0.0012
40,0.0012,0.1832,0.0012
41,0.0011,0.1664,0.0011
42,0.0011,0.1575,0.0011
43,0.0011,0.1293,0.0011
44,0.0010,0.1318,0.0010
45,0.0010,0.1399,0.0010
46,0.0009,0.1287,0.0009
47,0.0010,0.1643,0.0010
48,0.0011,0.1665,0.0011
49,0.0010,0.1200,0.0010
50,0.0010,0.1184,0.0010
51,0.0010,0.1293,0.0010
52,0.0011,0.1454,0.0011
53,0.0011,0.1507,0.0011
54,0.0010,0.1396,0.0010
55,0.0010,0.1360,0.0010
56,0.0011,0.1536,0.0011
57,0.0011,0.1554,0.0011
58,0.0011,0.1390,0.0011
59,0.0010,0.1370,0.0010
60,0.0010,0.1430,0.0010
61,0.0010,0.1619,0.0010
62,0.0010,0.1479,0.0010
63,0.0010,0.1360,0.0010
64,0.0010,0.1398,0.0010
65,0.0010,0.1534,0.0010
66,0.0010,0.1522,0.0010
67,0.0010,0.1696,0.0010
68,0.0011,0.1810,0.0011
69,0.0010,0.1566,0.0010
70,0.0011,0.1479,0.0011
71,0.0011,0.1446,0.0011
72,0.0009,0.1414,0.0009
73,0.0009,0.1318,0.0009
74,0.0011,0.1484,0.0011
75,0.0011,0.1231,0.0011
76,0.0011,0.1226,0.0011
77,0.0010,0.1497,0.0010
78,0.0010,0.1567,0.0010
79,0.0010,0.1447,0.0010
80,0.0011,0.1368,0.0011
81,0.0011,0.1275,0.0011
82,0.0010,0.1366,0.0010
